PIN,SBL,OBJECTID,Shape__Area,Shape__Length
68.00-1-59.2,06800000010590020000,22496,95807.3125,1347.15530520286
68.00-1-6,06800000010060000000,22497,98971.2890625,1413.04073692287
68.00-1-60,06800000010600000000,22498,345102.3046875,4141.25845306555
68.00-1-61,06800000010610000000,22499,383486.09375,2992.56558992216
68.00-1-62.111,06800000010621110000,22500,37626.0546875,781.7927029784
68.00-1-62.112,06800000010621120000,22501,710244.02734375,4407.71079131564
68.00-1-62.12,06800000010620120000,22502,137495.05859375,1622.79936115294
68.00-1-62.131,06800000010621310000,22503,312315.54296875,2571.39651080897
68.00-1-62.2,06800000010620200000,22504,8814.703125,379.903578289758
68.00-1-63.1,06800000010630010000,22505,16579.1484375,541.80485014111
68.00-1-63.2,06800000010630020000,22506,92550.1953125,2270.46008242403
68.00-1-64,06800000010640000000,22507,2721.57421875,305.400546836803
68.00-1-65,06800000010650000000,22508,31196.1640625,707.291455334739
68.00-1-66,06800000010660000000,22509,50738.04296875,897.503876783634
68.00-1-67,06800000010670000000,22510,551865.4296875,4438.68589286907
68.00-1-68,06800000010680000000,22511,168820.23828125,3438.29811133355
68.00-1-7.11,06800000010070110000,22512,72767.265625,1343.9725233897
68.00-1-7.12,06800000010070120000,22513,32734.11328125,774.042127988627
68.00-1-7.2,06800000010070200000,22514,21615.8671875,675.863378561627
68.00-1-7.3,06800000010070300000,22515,23599.0546875,613.494414420707
68.00-1-8,06800000010080000000,22516,4202.60546875,262.414008273355
68.00-1-9,06800000010090000000,22517,5977.30859375,312.980927498038
68.00-2-1,06800000020010000000,22518,165.0078125,75.5557253137168
68.00-2-10,06800000020100000000,22519,2520.90234375,223.217206114494
68.00-2-11,06800000020110000000,22520,18262.3046875,679.773617740987
68.00-2-12,06800000020120000000,22521,28002.859375,781.787889633784
68.00-2-13.11,06800000020130110000,22522,266549.625,2427.2647565881
68.00-2-13.12,06800000020130120000,22523,17085.875,745.064623830355
68.00-2-13.2,06800000020130200000,22524,1259112.94921875,6561.31589153463
68.00-2-13.3,06800000020130300000,22525,50493.4609375,1378.95320588485
68.00-2-14,06800000020140000000,22526,16635.04296875,707.368471036234
68.00-2-15,06800000020150000000,22527,24258.23046875,823.274979421239
68.00-2-16.11,06800000020160110000,22528,4509.32421875,373.557384129739
68.00-2-16.12,06800000020160120000,22529,4419.46484375,308.326890375351
68.00-2-16.2,06800000020160200000,22530,3788.56640625,246.560971741457
68.00-2-17,06800000020170000000,22531,7919.3515625,582.70268390957
68.00-2-18.1,06800000020180100000,22532,279981.94921875,2530.68225954964
68.00-2-18.2,06800000020180200000,22533,4446.88671875,319.275461313986
68.00-2-18.3,06800000020180300000,22534,105219.8125,1300.41111282835
68.00-2-2.1,06800000020020010000,22535,14029.16015625,515.380308910377
68.00-2-2.2,06800000020020020000,22536,25997.22265625,645.802812780853
68.00-2-20.1,06800000020200100000,22537,36571.27734375,740.115894578265
68.00-2-20.21,06800000020200210000,22538,149951.3203125,1807.27045402008
68.00-2-20.22,06800000020200220000,22539,378681.1640625,2516.64859563886
68.00-2-21,06800000020210000000,22540,234150.5625,2128.99352131838
68.00-2-22,06800000020220000000,22541,32044.81640625,870.988475508874
68.00-2-23,06800000020230000000,22542,153103.69140625,1699.66082911835
68.00-2-24.1,06800000020240100000,22543,37014.2265625,795.05207772223
68.00-2-24.2,06800000020240200000,22544,26267.484375,641.210978900025
68.00-2-24.3,06800000020240300000,22545,229361.11328125,2064.32312825177
68.00-2-25,06800000020250000000,22546,135832.46484375,1577.19738770801
68.00-2-26,06800000020260000000,22547,6238.3203125,454.613490705803
68.00-2-27.11,06800000020270110000,22548,850093.37109375,5944.4039845079
68.00-2-27.2,06800000020270200000,22549,24273.625,752.205935600335
68.00-2-28,06800000020280000000,22550,409680.6171875,3406.89343362487
68.00-2-29,06800000020290000000,22551,251749.33984375,2667.3952664217
68.00-2-3,06800000020030000000,22552,91252.53125,1651.31186843207
68.00-2-30,06800000020300000000,22553,21831.86328125,692.611198100221
68.00-2-31,06800000020310000000,22554,7734.19921875,352.488007786237
68.00-2-32,06800000020320000000,22555,7078.3515625,340.593802985274
68.00-2-33,06800000020330000000,22556,47499.81640625,986.82965334129
68.00-2-35.11,06800000020350110000,22557,18981.6015625,611.112248561317
68.00-2-35.12,06800000020350120000,22558,99809.3828125,1552.46760341324
68.00-2-35.13,06800000020350130000,22559,10208.921875,402.386577272943
68.00-2-35.14,06800000020350140000,22560,14220.43359375,549.50436267663
68.00-2-35.2,06800000020350200000,22561,288586.47265625,2338.2449002576
68.00-2-36,06800000020360000000,22562,5611.13671875,301.813874878442
68.00-2-37,06800000020370000000,22563,3955.2265625,253.911973936784
68.00-2-38,06800000020380000000,22564,36127.58203125,835.716711356034
68.00-2-4.12,06800000020040120000,22565,6396.62109375,320.02414190604
68.00-2-4.2,06800000020040200000,22566,406600.48828125,2739.3902403418
68.00-2-5.1,06800000020050010000,22567,13684.64453125,506.546539868694
68.00-2-5.2,06800000020050020000,22568,9332.05078125,403.711231254846
68.00-2-6,06800000020060000000,22569,56010.984375,1148.13837662136
68.00-2-8.1,06800000020080100000,22570,132615.84375,1562.03206268686
68.00-2-8.2,06800000020080200000,22571,20309.078125,600.722561369488
68.00-2-9,06800000020090000000,22572,4347.8671875,269.041374083355
68.06-1-1,06800600010010000000,22573,17879.5625,536.501106488078
68.06-1-10,06800600010100000000,22574,6205.84375,317.605393426071
68.06-1-11,06800600010110000000,22575,21250.8984375,683.772452177787
68.06-1-12,06800600010120000000,22576,3590.66796875,265.528762064459
68.06-1-13.1,06800600010130100000,22577,3128.38671875,225.713555428973
68.06-1-13.2,06800600010130200000,22578,2907.28125,298.095740767499
68.06-1-14,06800600010140000000,22579,1351.03125,154.318246460927
68.06-1-15,06800600010150000000,22580,3022.02734375,219.372217716441
68.06-1-16,06800600010160000000,22581,1665.828125,185.697810722025
68.06-1-17,06800600010170000000,22582,87626.99609375,1395.50205439171
68.06-1-2,06800600010020000000,22583,9514.41015625,416.203148329502
68.06-1-3,06800600010030000000,22584,8727.85546875,507.387849251531
68.06-1-4,06800600010040000000,22585,4854.26171875,294.525304828297
68.06-1-5,06800600010050000000,22586,3815.90234375,252.669764024361
68.06-1-6,06800600010060000000,22587,2113.0546875,186.608990582545
68.06-1-7,06800600010070000000,22588,2242.30859375,191.487472160525
68.06-1-8,06800600010080000000,22589,3078.7890625,221.996872812334
68.06-1-9,06800600010090000000,22590,16194.26171875,542.106346417996
68.07-1-1,06800700010010000000,22591,85043.78515625,6004.62510511138
68.07-1-10,06800700010100000000,22592,5844.40234375,306.281840318243
68.07-1-11.11,06800700010110110000,22593,7349.5625,380.2743130785
68.07-1-11.12,06800700010110120000,22594,13748.69140625,474.402138250995
68.07-1-11.13,06800700010110130000,22595,7171.390625,377.812890171694
68.07-1-11.14,06800700010110140000,22596,2798.265625,313.525974414871
68.07-1-11.2,06800700010110200000,22597,4323.5703125,269.064610413734
68.07-1-12,06800700010120000000,22598,8037.55859375,379.021025656942
68.07-1-13,06800700010130000000,22599,6941.8046875,361.743547099537
68.07-1-14,06800700010140000000,22600,6479.84765625,353.728708442706
68.07-1-15,06800700010150000000,22601,5553.1328125,364.455282430373
68.07-1-16,06800700010160000000,22602,2911.61328125,221.964207826551
68.07-1-17,06800700010170000000,22603,1788.51953125,187.225538366569
68.07-1-18,06800700010180000000,22604,5600.60546875,331.811621140876
68.07-1-2,06800700010020000000,22605,10349.98046875,415.429191570574
68.07-1-20,06800700010200000000,22606,5684.3359375,334.822974651489
68.07-1-21.1,06800700010210010000,22607,2164.90234375,188.409896121649
68.07-1-21.2,06800700010210020000,22608,3977.4375,351.650834958803
68.07-1-22,06800700010220000000,22609,3163.55859375,313.328027973546
68.07-1-23,06800700010230000000,22610,3434.546875,323.831804831163
68.07-1-24,06800700010240000000,22611,4317.703125,314.830052810133
68.07-1-25,06800700010250000000,22612,2496.90625,202.020724529555
68.07-1-26.1,06800700010260100000,22613,19214.38671875,685.380101888026
68.07-1-26.2,06800700010260200000,22614,1911.1875,260.71536476731
68.07-1-27,06800700010270000000,22615,1072.71875,140.148682192633
68.07-1-28,06800700010280000000,22616,4514.1015625,300.425421766032
68.07-1-29,06800700010290000000,22617,4356.24609375,325.130067401497
68.07-1-3,06800700010030000000,22618,5230.71484375,292.961685163797
68.07-1-30,06800700010300000000,22619,11603.5546875,438.134322332453
68.07-1-31,06800700010310000000,22620,6730.73046875,373.703432546356
68.07-1-33,06800700010330000000,22621,93218.046875,1650.2574807306
68.07-1-34,06800700010340000000,22622,2648.43359375,210.434563160414
68.07-1-35,06800700010350000000,22623,2196.40234375,196.177963711381
68.07-1-36.1,06800700010360100000,22624,4765.4375,277.068580632595
68.07-1-36.2,06800700010360200000,22625,1211.23828125,165.206133163153
68.07-1-37,06800700010370000000,22626,2206.89453125,196.657871330105
68.07-1-38,06800700010380000000,22627,7095.34765625,350.091438062271
68.07-1-39,06800700010390000000,22628,5743.68359375,356.564719604157
68.07-1-4.1,06800700010040010000,22629,27283.0390625,763.295204945893
68.07-1-4.2,06800700010040020000,22630,3359.19140625,249.930233265114
68.07-1-40,06800700010400000000,22631,3150.484375,225.258401831596
68.07-1-41,06800700010410000000,22632,2084.1875,184.043330073287
68.07-1-42,06800700010420000000,22633,1682.515625,168.476444640175
68.07-1-43,06800700010430000000,22634,1724.1171875,170.065917336668
68.07-1-44,06800700010440000000,22635,1728.7578125,170.223111115244
68.07-1-45,06800700010450000000,22636,1711.37890625,169.533899706118
68.07-1-46,06800700010460000000,22637,1727.66796875,170.138955651561
68.07-1-47,06800700010470000000,22638,2554.76953125,202.260393541439
68.07-1-48,06800700010480000000,22639,5168.01953125,290.926271145353
68.07-1-49,06800700010490000000,22640,80689.2734375,1442.40879651668
68.07-1-5.1,06800700010050100000,22641,6965.14453125,399.195390171569
68.07-1-5.2,06800700010050200000,22642,2568.52734375,210.722343129261
68.07-1-6,06800700010060000000,22643,38388.390625,1047.30560607321
68.07-1-7,06800700010070000000,22644,4648.50390625,308.883310785484
68.07-1-8,06800700010080000000,22645,7116.9609375,429.109241134336
68.07-1-9,06800700010090000000,22646,6882.375,360.056606281815
68.07-2-1,06800700020010000000,22647,4681.67578125,274.313230142937
68.07-2-10,06800700020100000000,22648,1506.18359375,156.186646407504
68.07-2-11,06800700020110000000,22649,1984.9921875,204.651568668549
68.07-2-12,06800700020120000000,22650,3553.84765625,241.118905917189
68.07-2-13,06800700020130000000,22651,6486.515625,332.382184378483
68.07-2-14,06800700020140000000,22652,2984.140625,227.920137472066
68.07-2-15,06800700020150000000,22653,6222.05859375,358.5397034924
68.07-2-16,06800700020160000000,22654,4505.86328125,285.094683106468
68.07-2-17,06800700020170000000,22655,3975.96875,271.243530668347
68.07-2-18,06800700020180000000,22656,8653.03125,402.803058520827
68.07-2-19,06800700020190000000,22657,6984.91015625,435.410625458797
68.07-2-2,06800700020020000000,22658,10254.87109375,457.803873027195
68.07-2-20,06800700020200000000,22659,6819.0546875,445.748953384021
68.07-2-21.1,06800700020210100000,22660,5802.484375,456.811354173675
68.07-2-21.2,06800700020210200000,22661,1810.38671875,198.579220629374
68.07-2-22.1,06800700020220100000,22662,2543.3515625,216.685546082081
68.07-2-22.2,06800700020220200000,22663,8286.05078125,376.785137037438
68.07-2-23,06800700020230000000,22664,3549.82421875,248.469495969889
68.07-2-24,06800700020240000000,22665,48053.16796875,938.11737962273
68.07-2-25,06800700020250000000,22666,2912.6015625,223.422034655267
68.07-2-26,06800700020260000000,22667,2827.44921875,220.889789326529
68.07-2-27,06800700020270000000,22668,3502.90625,236.947224369534
68.07-2-28,06800700020280000000,22669,1842.0234375,183.812146296291
68.07-2-29,06800700020290000000,22670,3926.49609375,262.523337577758
68.07-2-3,06800700020030000000,22671,2410.52734375,196.837443873642
68.07-2-30,06800700020300000000,22672,2989.08203125,218.840088833084
68.07-2-31,06800700020310000000,22673,3583.890625,240.031478457369
68.07-2-32,06800700020320000000,22674,3951.4140625,252.777740128499
68.07-2-33,06800700020330000000,22675,4230.73828125,264.199805981747
68.07-2-34,06800700020340000000,22676,1568.9609375,165.467772992765
68.07-2-35,06800700020350000000,22677,1686.390625,181.144179290055
68.07-2-36,06800700020360000000,22678,5498.67578125,299.99431560777
68.07-2-37,06800700020370000000,22679,2009.85546875,189.252229601584
68.07-2-38,06800700020380000000,22680,1483.05078125,160.662716514552
68.07-2-39,06800700020390000000,22681,765.37890625,117.096296955879
68.07-2-4,06800700020040000000,22682,1484.43359375,170.5325772714
68.07-2-40,06800700020400000000,22683,2442.734375,204.182261601032
68.07-2-41,06800700020410000000,22684,1433.5234375,151.546171896296
68.07-2-42,06800700020420000000,22685,1927.34765625,179.129129534195
68.07-2-43,06800700020430000000,22686,1756.72265625,170.245270449512
68.07-2-44,06800700020440000000,22687,3213.64453125,241.840466682063
68.07-2-45,06800700020450000000,22688,4518.70703125,269.830028263957
68.07-2-46,06800700020460000000,22689,3267.78515625,231.465884675549
68.07-2-47,06800700020470000000,22690,2761.96484375,216.343205280707
68.07-2-48,06800700020480000000,22691,3824.0390625,247.652106855697
68.07-2-49,06800700020490000000,22692,3210.5546875,228.406171758747
68.07-2-5,06800700020050000000,22693,1977.06640625,243.17103231138
68.07-2-51,06800700020510000000,22694,3855.4609375,257.166496130534
68.07-2-52,06800700020520000000,22695,1455.21875,178.148316713324
68.07-2-53,06800700020530000000,22696,1900.37890625,191.250354472011
68.07-2-54.1,06800700020540100000,22697,3667.18359375,255.170829022576
68.07-2-54.2,06800700020540200000,22698,4360.13671875,269.301074132099
68.07-2-55.1,06800700020550100000,22699,1988.953125,179.351885475984
68.07-2-55.2,06800700020550200000,22700,2505.859375,200.247752889523
68.07-2-56,06800700020560000000,22701,2015.19140625,193.007519721638
68.07-2-6,06800700020060000000,22702,1887.31640625,203.457095115287
68.07-2-7,06800700020070000000,22703,2056.2734375,207.171206750144
68.07-2-8,06800700020080000000,22704,1554.546875,197.143729391022
68.07-2-9.1,06800700020090010000,22705,13007.98046875,600.706722556228
68.08-1-1.21,06800800010010210000,22706,58351.4921875,1166.63185112475
68.08-1-1.22,06800800010010220000,22707,28854.66015625,771.202928227852
68.08-1-10,06800800010100000000,22708,2685.20703125,223.501429838086
68.08-1-11,06800800010110000000,22709,4303.98046875,275.632883157472
68.08-1-12,06800800010120000000,22710,1556.2890625,173.436747971353
68.08-1-13,06800800010130000000,22711,2850.015625,215.218343118488
68.08-1-14,06800800010140000000,22712,1824.58984375,181.462563834453
68.08-1-15,06800800010150000000,22713,3344.33984375,229.180446560458
68.08-1-16,06800800010160000000,22714,30554.1171875,700.290122508254
68.08-1-17,06800800010170000000,22715,29639.95703125,990.277894382008
68.08-1-18,06800800010180000000,22716,21380.3671875,661.707983161607
68.08-1-2,06800800010020000000,22717,6603.58203125,357.911447060443
68.08-1-3,06800800010030000000,22718,1688.37109375,188.329178188668
68.08-1-4,06800800010040000000,22719,2530.0703125,224.027382534986
68.08-1-5,06800800010050000000,22720,1953.5,224.855995087171
68.08-1-6,06800800010060000000,22721,2234.45703125,234.693217541012
68.08-1-7,06800800010070000000,22722,5030.07421875,307.339459356119
68.08-1-8,06800800010080000000,22723,3267.40234375,272.346814348564
68.08-1-9,06800800010090000000,22724,111589.3046875,1547.54415193263
68.10-1-1,06801000010010000000,22725,131602.9921875,1917.26121224767
68.10-1-10,06801000010100000000,22726,8067.859375,460.117570149273
68.10-1-11,06801000010110000000,22727,2481.33984375,337.883953246921
68.10-1-12,06801000010120000000,22728,687.91796875,115.447201692841
68.10-1-2,06801000010020000000,22729,51065.4375,1385.83382246478
68.10-1-3,06801000010030000000,22730,3954.4765625,611.125168017466
68.10-1-4.1,06801000010040100000,22731,17921.3984375,543.829273060934
68.10-1-4.2,06801000010040200000,22732,7218.8515625,416.14672626381
68.10-1-5.1,06801000010050100000,22733,4434.65234375,282.537555702836
68.10-1-6,06801000010060000000,22734,4288.14453125,426.071668257326
68.10-1-7,06801000010070000000,22735,25025.94140625,661.210348219937
68.10-1-8,06801000010080000000,22736,1227.94140625,718.159803227941
68.10-1-9,06801000010090000000,22737,11090.32421875,434.021247042552
68.11-1-10,06801100010100000000,22738,2553.26953125,206.177518587448
68.11-1-11,06801100010110000000,22739,3312.12890625,294.598098025071
68.11-1-12,06801100010120000000,22740,4196.765625,372.289862744468
68.11-1-13,06801100010130000000,22741,2487.48046875,208.13967515637
68.11-1-14,06801100010140000000,22742,1062.671875,179.348095764927
68.11-1-15,06801100010150000000,22743,955.69140625,123.864432537526
68.11-1-16,06801100010160000000,22744,5141.5390625,292.236292823764
68.11-1-17,06801100010170000000,22745,1655.33984375,183.213499001135
68.11-1-18,06801100010180000000,22746,2088.87109375,258.386388437972
68.11-1-19,06801100010190000000,22747,3198.46484375,243.039462170075
68.11-1-2,06801100010020000000,22748,5483.66015625,302.019958338516
68.11-1-20,06801100010200000000,22749,7168.91796875,387.744765924179
68.11-1-21,06801100010210000000,22750,17506.4375,553.380310316293
68.11-1-22,06801100010220000000,22751,46647.1484375,1525.61513546691
68.11-1-23,06801100010230000000,22752,3158.21875,228.907242059673
68.11-1-24,06801100010240000000,22753,3507.7890625,294.737473433167
68.11-1-25,06801100010250000000,22754,3817.8203125,301.315838494217
68.11-1-26,06801100010260000000,22755,3238.8515625,240.654167993837
68.11-1-27,06801100010270000000,22756,1318.61328125,148.454634590852
68.11-1-28,06801100010280000000,22757,1554.26171875,214.17864719582
68.11-1-29.1,06801100010290100000,22758,4264.76953125,322.391461405569
68.11-1-29.2,06801100010290200000,22759,11073.78125,484.853402266749
68.11-1-3.1,06801100010030100000,22760,1384.79296875,238.994736012123
68.11-1-3.2,06801100010030200000,22761,1837.4375,172.178583597333
68.11-1-30,06801100010300000000,22762,3232.7109375,241.138691372907
68.11-1-31,06801100010310000000,22763,4629.390625,278.433321389296
68.11-1-32,06801100010320000000,22764,3537.51953125,262.837825995862
68.11-1-33,06801100010330000000,22765,9933.40625,499.068693879087
68.11-1-35.1,06801100010350010000,22766,11440.7734375,542.301589760186
68.11-1-35.2,06801100010350020000,22767,5801.54296875,361.67689201222
68.11-1-37,06801100010370000000,22768,4093.390625,280.084630960738
68.11-1-38.1,06801100010380100000,22769,5667.1796875,399.510684512007
68.11-1-39,06801100010390000000,22770,3541.90234375,241.575965722117
68.11-1-4,06801100010040000000,22771,3400.63671875,231.63319484285
68.11-1-40,06801100010400000000,22772,2247.91796875,197.765247449146
68.11-1-5,06801100010050000000,22773,1167.86328125,177.503543573335
68.11-1-6,06801100010060000000,22774,2267.98828125,199.800219462833
68.11-1-7,06801100010070000000,22775,1578.04296875,179.021620327638
68.11-1-8,06801100010080000000,22776,5071.8125,303.036564226017
68.11-1-9,06801100010090000000,22777,7404.90234375,409.790499538387
68.11-2-1,06801100020010000000,22778,2483.515625,203.944137796129
68.11-2-10,06801100020100000000,22779,3043.2109375,232.32782086708
68.11-2-11,06801100020110000000,22780,1127.25,152.455314734768
68.11-2-12.1,06801100020120100000,22781,1784.9140625,194.375525333698
68.11-2-13,06801100020130000000,22782,2279.34375,206.821238597896
68.11-2-14,06801100020140000000,22783,5030.2109375,281.797587124865
68.11-2-15.1, ,22784,3020.26171875,261.214118168344
68.11-2-15.2, ,22785,214.13671875,59.6989668680321
68.11-2-16,06801100020160000000,22786,1837.94921875,201.085216714068
68.11-2-17,06801100020170000000,22787,3328.0703125,265.981177571965
68.11-2-18,06801100020180000000,22788,1594.68359375,192.005446629353
68.11-2-19,06801100020190000000,22789,2296.21875,213.841044581125
68.11-2-2,06801100020020000000,22790,2601.94140625,209.034858281462
68.11-2-20,06801100020200000000,22791,4544.8046875,292.715524486198
68.11-2-21,06801100020210000000,22792,1598.94921875,230.401062513715
68.11-2-23,06801100020230000000,22793,2838.31640625,219.654883067829
68.11-2-24,06801100020240000000,22794,8395.82421875,370.303597940513
68.11-2-25.1,06801100020250100000,22795,6334.36328125,382.716026561015
68.11-2-25.2,06801100020250020000,22796,7740.25390625,394.225786787767
68.11-2-25.3,06801100020250300000,22797,4901.5,284.2022771617
68.11-2-26,06801100020260000000,22798,3894.43359375,258.389440185031
68.11-2-27,06801100020270000000,22799,2595.83203125,210.296291191664
68.11-2-28,06801100020280000000,22800,3029.49609375,228.530239297518
68.11-2-29,06801100020290000000,22801,2600.1171875,223.869555134686
68.11-2-3,06801100020030000000,22802,3343.546875,246.24909237479
68.11-2-30,06801100020300000000,22803,3434.91015625,249.023884891425
68.11-2-31,06801100020310000000,22804,3541.16015625,252.400162764136
68.11-2-4,06801100020040000000,22805,4554.0546875,273.507626190053
68.11-2-5,06801100020050000000,22806,2559.8671875,218.344422410856
68.11-2-6,06801100020060000000,22807,8852.0625,394.610714685411
68.11-2-7,06801100020070000000,22808,1299.7109375,167.478425324305
68.11-2-8,06801100020080000000,22809,4503.79296875,367.029564219383
68.11-2-9,06801100020090000000,22810,145982.08984375,2432.18895277588
68.11-3-1,06801100030010000000,22811,4097.66796875,268.182256003659
68.11-3-10.1,06801100030100100000,22812,6192.63671875,472.351550902919
68.11-3-10.2,06801100030100200000,22813,1365.05859375,172.015909331021
68.11-3-10.3,06801100030100300000,22814,1675.484375,164.803891900923
68.11-3-10.4,06801100030100400000,22815,1753.3984375,168.035589991818
68.11-3-10.5,06801100030100500000,22816,1825.80078125,171.501513521805
68.11-3-10.61, ,22817,2033.83984375,200.086156957729
68.11-3-10.7,06801100030100700000,22818,1381.09765625,195.389901782938
68.11-3-11,06801100030110000000,22819,4255,287.614466732209
68.11-3-12,06801100030120000000,22820,14217.21484375,614.415934275352
68.11-3-13,06801100030130000000,22821,9978.1015625,572.641025849572
68.11-3-14,06801100030140000000,22822,33485.51171875,799.662030804918
68.11-3-15,06801100030150000000,22823,2673.1953125,298.982981659585
68.11-3-16,06801100030160000000,22824,2624.65234375,297.916513140826
68.11-3-17,06801100030170000000,22825,1945.8984375,229.84786119912
68.11-3-19,06801100030190000000,22826,5209.0703125,299.200454621109
68.11-3-2,06801100030020000000,22827,57084.89453125,1435.28494560143
68.11-3-20,06801100030200000000,22828,730.1328125,176.489443956558
68.11-3-21,06801100030210000000,22829,935.203125,156.177066460338
68.11-3-22,06801100030220000000,22830,4795.31640625,313.525702005443
68.11-3-23,06801100030230000000,22831,1976.69140625,233.394907884603
68.11-3-24,06801100030240000000,22832,4061.8203125,293.259958436665
68.11-3-25,06801100030250000000,22833,7932.96875,401.486952963609
68.11-3-26,06801100030260000000,22834,6971.765625,372.265582997226
68.11-3-27.1,06801100030270100000,22835,3231.12109375,229.598012476225
68.11-3-27.2,06801100030270200000,22836,2837.44921875,220.494463627008
68.11-3-29,06801100030290000000,22837,1705.7890625,189.396644257544
68.11-3-3,06801100030030000000,22838,3329.73828125,232.794552767557
68.11-3-30,06801100030300000000,22839,1945.84765625,193.459877415291
68.11-3-4,06801100030040000000,22840,2581.9765625,219.740764062076
68.11-3-5,06801100030050000000,22841,10793.9453125,428.886512647311
68.11-3-6,06801100030060000000,22842,2895.12890625,230.610799728717
68.11-3-7,06801100030070000000,22843,3009.6875,266.70127707879
68.11-3-8,06801100030080000000,22844,32233.1796875,2454.78360311421
68.11-3-9.1,06801100030090100000,22845,44448.7421875,888.127063173119
68.11-3-9.2,06801100030090200000,22846,154386.26953125,2175.26539746705
68.12-1-1,06801200010010000000,22847,46351.65234375,998.195947445358
68.12-1-10.1,06801200010100100000,22848,6935.140625,415.709036494482
68.12-1-10.2,06801200010100200000,22849,56292.8984375,989.732785811037
68.12-1-12.1,06801200010120100000,22850,2291.8515625,196.374160445836
68.12-1-12.2,06801200010120200000,22851,2370.90234375,199.056899200451
68.12-1-13,06801200010130000000,22852,2916.53125,217.951401267595
68.12-1-14,06801200010140000000,22853,1666.2734375,165.63429456034
68.12-1-15,06801200010150000000,22854,1626.80078125,170.450684633274
68.12-1-16,06801200010160000000,22855,2246.46875,212.629676634321
68.12-1-17,06801200010170000000,22856,2201.484375,207.25723936935
68.12-1-18,06801200010180000000,22857,1975.953125,200.176761860372
68.12-1-19,06801200010190000000,22858,2206.9296875,208.637310996407
68.12-1-2.1,06801200010020010000,22859,22027.34375,714.382973980314
68.12-1-20.1,06801200010200010000,22860,1076.78515625,132.4313160199
68.12-1-20.2,06801200010200200000,22861,1417.71484375,151.751876576679
68.12-1-21,06801200010210000000,22862,1348.75390625,148.374945553452
68.12-1-22,06801200010220000000,22863,1072.68359375,136.66532110469
68.12-1-23,06801200010230000000,22864,2868.125,215.879377178674
68.12-1-24,06801200010240000000,22865,1915.203125,182.862411537035
68.12-1-25,06801200010250000000,22866,659.265625,103.026718713462
68.12-1-26,06801200010260000000,22867,675.1796875,104.69980693663
68.12-1-27,06801200010270000000,22868,4198.234375,364.227961854557
68.12-1-28,06801200010280000000,22869,1800.6796875,175.693703737359
68.12-1-29.1,06801200010290010000,22870,3004.3359375,355.521657184874
68.12-1-29.2,06801200010290020000,22871,179.7421875,114.044846228144
68.12-1-3,06801200010030000000,22872,5087.8515625,302.423378463572
68.12-1-30,06801200010300000000,22873,1073.64453125,142.659772502536
68.12-1-31,06801200010310000000,22874,1258.2421875,150.286586046062
68.12-1-32,06801200010320000000,22875,281.50390625,84.4742169945466
68.12-1-33,06801200010330000000,22876,940.89453125,125.789890897792
68.12-1-34,06801200010340000000,22877,2352.62109375,209.51710203566
68.12-1-35,06801200010350000000,22878,6875.296875,337.724740683108
68.12-1-36.1,06801200010360010000,22879,3249.75,255.266634144387
68.12-1-36.2,06801200010360200000,22880,3457.22265625,302.372202328773
68.12-1-37,06801200010370000000,22881,1823.37890625,174.247754009376
68.12-1-38,06801200010380000000,22882,7453.31640625,342.333746857206
68.12-1-39,06801200010390000000,22883,4697.73828125,287.010077820703
68.12-1-4,06801200010040000000,22884,3269.03125,270.132821758824
68.12-1-40,06801200010400000000,22885,3132.5546875,236.60537656785
68.12-1-41,06801200010410000000,22886,2261.76171875,203.466724858585
68.12-1-42,06801200010420000000,22887,2540.9453125,212.771643508951
68.12-1-43,06801200010430000000,22888,2894.6796875,222.706523700007
68.12-1-44,06801200010440000000,22889,3201.37109375,229.353404936838
68.12-1-5,06801200010050000000,22890,2709.62109375,221.860369655337
68.12-1-6,06801200010060000000,22891,96717.35546875,1975.41912903545
68.12-1-8,06801200010080000000,22892,1904.80078125,209.759325343927
68.12-1-9,06801200010090000000,22893,7225.6875,347.950486614142
68.12-2-1,06801200020010000000,22894,19195.2265625,581.63591364335
68.12-2-10,06801200020100000000,22895,2609.96875,205.458094132613
68.12-2-11,06801200020110000000,22896,1736.69140625,174.729038671588
68.12-2-12,06801200020120000000,22897,1747.41015625,175.169246570353
68.12-2-13.11,06801200020130110000,22898,1727.4453125,174.528714911749
68.12-2-13.12,06801200020130120000,22899,3583.33984375,239.728270787159
68.12-2-15,06801200020150000000,22900,1696.47265625,173.639916243214
68.12-2-16,06801200020160000000,22901,4500.671875,274.155480505943
68.12-2-17,06801200020170000000,22902,1808.67578125,179.384997739287
68.12-2-18,06801200020180000000,22903,1900.71875,184.779115414079
68.12-2-19,06801200020190000000,22904,4036.6484375,254.371240050423
68.12-2-2.1,06801200020020100000,22905,3475.0390625,236.261195891163
68.12-2-2.2,06801200020020200000,22906,4789.43359375,278.008596421909
68.12-2-21,06801200020210000000,22907,3177.1640625,230.33920090878
68.12-2-22,06801200020220000000,22908,1114.2109375,174.283780225765
68.12-2-23,06801200020230000000,22909,2225.296875,207.417373263532
68.12-2-24,06801200020240000000,22910,2344.453125,213.393012943787
68.12-2-26,06801200020260000000,22911,4867.63671875,281.508779338639
68.12-2-27,06801200020270000000,22912,3419.32421875,248.696071804087
68.12-2-28,06801200020280000000,22913,3059.9375,243.416405564154
68.12-2-29.1,06801200020290100000,22914,174959.78125,1988.25892799976
