PIN,SBL,OBJECTID,Shape__Area,Shape__Length
142.14-1-3,14201400010030000000,8110,2030.19140625,189.45296477177
142.14-1-30,14201400010300000000,8111,702.9765625,107.682195573555
142.14-1-31,14201400010310000000,8112,2171.7265625,205.152351499656
142.14-1-32,14201400010320000000,8113,970.921875,123.593409241644
142.14-1-33,14201400010330000000,8114,1181.6171875,156.439971116025
142.14-1-34,14201400010340000000,8115,1421.83984375,165.400768013967
142.14-1-35,14201400010350000000,8116,1951.765625,183.333445863239
142.14-1-36,14201400010360000000,8117,2280.36328125,225.979706081585
142.14-1-37,14201400010370000000,8118,2284.83203125,228.73419935742
142.14-1-38,14201400010380000000,8119,2947.11328125,246.277688570225
142.14-1-39,14201400010390000000,8120,1845.60546875,224.199622876427
142.14-1-4,14201400010040000000,8121,2057.75390625,190.449103763788
142.14-1-40,14201400010400000000,8122,10347.18359375,523.382984918156
142.14-1-41,14201400010410000000,8123,1353.5625,153.82754486994
142.14-1-42,14201400010420000000,8124,3035.015625,226.037108850029
142.14-1-43,14201400010430000000,8125,3383.37890625,236.821854150958
142.14-1-44,14201400010440000000,8126,1683.15234375,169.902907135395
142.14-1-45,14201400010450000000,8127,2107.03125,187.245216300439
142.14-1-6.1,14201400010060010000,8128,3008.9921875,247.277420626733
142.14-1-6.2,14201400010060020000,8129,2949.2421875,245.453197138145
142.14-1-7.1,14201400010070010000,8130,34039.15625,999.174249056656
142.14-1-7.2,14201400010070020000,8131,8283.265625,381.288792450245
142.14-1-9,14201400010090000000,8132,2080.75,218.802216834468
142.14-2-1,14201400020010000000,8133,7484.16015625,382.369186443073
142.14-2-10,14201400020100000000,8134,2046.40234375,182.314588665962
142.14-2-11,14201400020110000000,8135,3578.1015625,323.449147958269
142.14-2-12,14201400020120000000,8136,3899.63671875,328.411324368644
142.14-2-13,14201400020130000000,8137,2310.34765625,201.96308044854
142.14-2-14,14201400020140000000,8138,1883.921875,188.805348922599
142.14-2-15,14201400020150000000,8139,2266.20703125,226.218872359296
142.14-2-16,14201400020160000000,8140,882.7578125,138.040397050225
142.14-2-17,14201400020170000000,8141,1095.27734375,136.590961131714
142.14-2-18,14201400020180000000,8142,1024.15625,133.601139530842
142.14-2-19,14201400020190000000,8143,1859.7421875,210.114977103216
142.14-2-2,14201400020020000000,8144,10803.08984375,610.289575298147
142.14-2-20,14201400020200000000,8145,1663.88671875,180.535777432933
142.14-2-21,14201400020210000000,8146,3349.22265625,232.378598921411
142.14-2-22,14201400020220000000,8147,1491.5078125,166.380928207701
142.14-2-23,14201400020230000000,8148,6884.60546875,369.012566602902
142.14-2-24.1,14201400020240010000,8149,13603.33984375,581.164914576611
142.14-2-24.2,14201400020240020000,8150,5833.11328125,313.60866357078
142.14-2-25,14201400020250000000,8151,3830.921875,318.376295188397
142.14-2-26,14201400020260000000,8152,1347.3828125,161.14068716268
142.14-2-27,14201400020270000000,8153,3632.5859375,270.343052294516
142.14-2-28,14201400020280000000,8154,3377.33984375,234.465007138477
142.14-2-29,14201400020290000000,8155,1791.7890625,185.619326951759
142.14-2-3,14201400020030000000,8156,5886.8046875,325.592673537814
142.14-2-30,14201400020300000000,8157,1986.93359375,190.93362950011
142.14-2-31,14201400020310000000,8158,3832.51171875,273.756133943124
142.14-2-32,14201400020320000000,8159,776.24609375,116.845228201932
142.14-2-33,14201400020330000000,8160,2016.796875,207.376593759336
142.14-2-34,14201400020340000000,8161,15570.81640625,608.284460047115
142.14-2-35,14201400020350000000,8162,1493.69140625,159.267074204539
142.14-2-36,14201400020360000000,8163,766.26953125,126.479199265313
142.14-2-37,14201400020370000000,8164,3108.63671875,274.998774647557
142.14-2-38.1,14201400020380010000,8165,7328.671875,370.903936375702
142.14-2-38.2,14201400020380020000,8166,7353.84375,353.993640402035
142.14-2-39,14201400020390000000,8167,2457.78515625,248.201263381686
142.14-2-4,14201400020040000000,8168,10385.92578125,412.642696130728
142.14-2-40,14201400020400000000,8169,2016.4296875,241.352000643931
142.14-2-41.1,14201400020410010000,8170,2346.33984375,204.908135830686
142.14-2-41.2,14201400020410020000,8171,3572.0390625,274.23202432587
142.14-2-43,14201400020430000000,8172,3797.32421875,249.141367976771
142.14-2-44,14201400020440000000,8173,1088.453125,161.621735209909
142.14-2-45,14201400020450000000,8174,1892.73046875,185.481762744603
142.14-2-46,14201400020460000000,8175,2169.4140625,210.443726148316
142.14-2-47,14201400020470000000,8176,1645.796875,175.812643977796
142.14-2-48,14201400020480000000,8177,1535.0390625,168.793363081233
142.14-2-49,14201400020490000000,8178,1243.9765625,159.363638721164
142.14-2-5,14201400020050000000,8179,8023.2109375,452.726140227575
142.14-2-50,14201400020500000000,8180,1728.796875,175.897614296596
142.14-2-51,14201400020510000000,8181,4165.7578125,334.041341696152
142.14-2-52,14201400020520000000,8182,6316.96875,319.58636341939
142.14-2-53.2,14201400020530020000,8183,4237.16796875,263.836751103257
142.14-2-54,14201400020540000000,8184,195.06640625,55.8696008641815
142.14-2-55.1,14201400020550010000,8185,8652.1171875,463.624994512216
142.14-2-55.2,14201400020550020000,8186,9279.65625,385.504367052948
142.14-2-56,14201400020560000000,8187,18511.62109375,729.950765464666
142.14-2-57,14201400020570000000,8188,8060.578125,395.394317179431
142.14-2-58,14201400020580000000,8189,5240.28125,289.813709995357
142.14-2-59,14201400020590000000,8190,4716.390625,325.10383055635
142.14-2-7,14201400020070000000,8191,3641.73828125,322.810717965789
142.14-2-8,14201400020080000000,8192,1732.359375,179.039655847533
142.14-2-9,14201400020090000000,8193,7188.8671875,431.571246585271
142.15-1-1.111,14201500010011110000,8194,56518.87890625,975.682276789124
142.15-1-1.112,14201500010011120000,8195,118300.453125,1568.02055150465
142.15-1-1.12,14201500010010120000,8196,22249.5390625,629.020362374076
142.15-1-1.2,14201500010010020000,8197,282028.671875,3042.35745504787
142.15-1-10,14201500010100000000,8198,2877.32421875,229.217776647922
142.15-1-11,14201500010110000000,8199,5047.35546875,282.810249063074
142.15-1-12,14201500010120000000,8200,5224.29296875,292.82143810545
142.15-1-13,14201500010130000000,8201,3783.09375,265.968833163207
142.15-1-14,14201500010140000000,8202,3469.54296875,243.395738105015
142.15-1-15,14201500010150000000,8203,3283.578125,227.68320209669
142.15-1-17,14201500010170000000,8204,5582.0078125,307.381806430749
142.15-1-18,14201500010180000000,8205,2354.6875,202.672409698437
142.15-1-19,14201500010190000000,8206,2572.9140625,213.286643946515
142.15-1-2,14201500010020000000,8207,8871.75,408.402834159435
142.15-1-20,14201500010200000000,8208,3657.5,303.975677689267
142.15-1-21,14201500010210000000,8209,2666.91015625,204.537053174224
142.15-1-22,14201500010220000000,8210,2340.0625,200.064911560689
142.15-1-23,14201500010230000000,8211,2342,200.077884725009
142.15-1-24,14201500010240000000,8212,2311.9453125,199.063846918245
142.15-1-25,14201500010250000000,8213,4033.8125,269.923310014914
142.15-1-26,14201500010260000000,8214,4882.26171875,287.65851319113
142.15-1-27,14201500010270000000,8215,3470.50390625,237.537629472317
142.15-1-29,14201500010290000000,8216,6405.140625,350.927497279639
142.15-1-30.1,14201500010300010000,8217,6030.8671875,320.830165408309
142.15-1-30.2,14201500010300020000,8218,7424.73828125,402.276080018153
142.15-1-31,14201500010310000000,8219,10331.65234375,415.344620785357
142.15-1-32,14201500010320000000,8220,7950.984375,361.9115716952
142.15-1-33,14201500010330000000,8221,7168.59765625,799.201439082698
142.15-1-34,14201500010340000000,8222,6397.9140625,324.13871193385
142.15-1-35,14201500010350000000,8223,5533.62890625,306.301783159126
142.15-1-36,14201500010360000000,8224,4129.9296875,277.70297515484
142.15-1-37,14201500010370000000,8225,3858.98046875,257.432785972872
142.15-1-38.11,14201500010380110000,8226,4199.03515625,268.051602178019
142.15-1-38.12,14201500010380120000,8227,27064.5703125,710.663132868498
142.15-1-38.13,14201500010380130000,8228,2585.53125,205.932002456287
142.15-1-38.2,14201500010380020000,8229,3067.24609375,222.850272704414
142.15-1-38.3,14201500010380030000,8230,12228.60546875,544.603659520468
142.15-1-39,14201500010390000000,8231,17036.6640625,694.041831853743
142.15-1-4,14201500010040000000,8232,5281.72265625,319.731293698621
142.15-1-40,14201500010400000000,8233,22706.50390625,737.908587798412
142.15-1-41,14201500010410000000,8234,11827.140625,659.908228196233
142.15-1-42,14201500010420000000,8235,148625.828125,2363.67153427376
142.15-1-5,14201500010050000000,8236,3124.9140625,235.737418305047
142.15-1-6,14201500010060000000,8237,3350.5703125,238.810564578565
142.15-1-7,14201500010070000000,8238,3161.98828125,226.671013718262
142.15-1-8,14201500010080000000,8239,3650.3515625,267.655127852216
142.15-1-9,14201500010090000000,8240,3120.953125,237.12206300803
142.16-1-1.13,14201600010010130000,8241,937.88671875,139.734039641463
142.16-1-1.14,14201600010010140000,8242,450.57421875,97.631830874787
142.16-1-1.15,14201600010010150000,8243,695.52734375,108.766369923482
142.16-1-1.2,14201600010010020000,8244,14149.375,1072.95866579233
142.16-1-10,14201600010100000000,8245,2189.97265625,193.039924824168
142.16-1-11,14201600010110000000,8246,2123.6484375,187.377891362192
142.16-1-12,14201600010120000000,8247,3329.86328125,226.831643815807
142.16-1-13,14201600010130000000,8248,3894.1484375,256.205443572009
142.16-1-14,14201600010140000000,8249,1811.3125,173.477848817727
142.16-1-15,14201600010150000000,8250,1793.75390625,173.326156136062
142.16-1-16,14201600010160000000,8251,2197.25390625,188.717100945396
142.16-1-17,14201600010170000000,8252,1920.20703125,178.187741687066
142.16-1-18,14201600010180000000,8253,1745.40625,171.571274622474
142.16-1-19,14201600010190000000,8254,1984.8046875,180.720306338054
142.16-1-20,14201600010200000000,8255,2405.44921875,201.557132829509
142.16-1-21,14201600010210000000,8256,2021.4609375,187.645926727269
142.16-1-22,14201600010220000000,8257,1591.375,165.79524666488
142.16-1-23,14201600010230000000,8258,5748.55078125,349.20735435184
142.16-1-24,14201600010240000000,8259,2172.4296875,188.173603252115
142.16-1-25,14201600010250000000,8260,1593.453125,166.179289262272
142.16-1-26,14201600010260000000,8261,2376.59375,199.177613941257
142.16-1-27,14201600010270000000,8262,2448.08984375,201.490285837347
142.16-1-28,14201600010280000000,8263,1855.9609375,176.12320208375
142.16-1-29,14201600010290000000,8264,1845.25,175.544581181129
142.16-1-31,14201600010310000000,8265,2439.71484375,224.317454005078
142.16-1-32,14201600010320000000,8266,1822.546875,169.139307722724
142.16-1-33,14201600010330000000,8267,3061.5078125,254.86175000224
142.16-1-34,14201600010340000000,8268,3454.25390625,247.92167540495
142.16-1-35,14201600010350000000,8269,2018.33203125,180.074972861218
142.16-1-36.1,14201600010360010000,8270,46045.296875,943.864295115303
142.16-1-36.2,14201600010360020000,8271,291.6328125,120.340447602459
142.16-1-37,14201600010370000000,8272,2565.3984375,199.146703376337
142.16-1-38,14201600010380000000,8273,2122.06640625,188.362850942318
142.16-1-39,14201600010390000000,8274,2155.94921875,190.198878971351
142.16-1-40,14201600010400000000,8275,1683.89453125,171.74221327734
142.16-1-41,14201600010410000000,8276,1729.36328125,171.339211402742
142.16-1-42,14201600010420000000,8277,2171.6796875,189.089731342065
142.16-1-43,14201600010430000000,8278,2070.375,185.469437653393
142.16-1-44,14201600010440000000,8279,2281.48046875,193.143215879572
142.16-1-45,14201600010450000000,8280,2039.4296875,184.443817563409
142.16-1-46.1,14201600010460010000,8281,558.91015625,131.093850039537
142.16-1-46.2,14201600010460020000,8282,1256.19140625,156.270619906167
142.16-1-47,14201600010470000000,8283,1791.5078125,175.609225948581
142.16-1-48,14201600010480000000,8284,2042.31640625,184.683597490974
142.16-1-49,14201600010490000000,8285,2025.9296875,184.137996997787
142.16-1-50,14201600010500000000,8286,2127.8671875,187.845814697031
142.16-1-51,14201600010510000000,8287,1909.75,180.080055063082
142.16-1-52,14201600010520000000,8288,2381.8046875,197.031677014634
142.16-1-53,14201600010530000000,8289,2677.734375,209.025347843306
142.16-1-54,14201600010540000000,8290,2667.5390625,211.496003144456
142.16-1-55,14201600010550000000,8291,2903.390625,226.7716555808
142.16-1-56,14201600010560000000,8292,3310.26171875,254.178143488278
142.16-1-58,14201600010580000000,8293,1984.31640625,181.385407085399
142.16-1-59,14201600010590000000,8294,2013.58984375,182.382327770097
142.16-1-60,14201600010600000000,8295,2871.15625,214.34664053412
142.16-1-61,14201600010610000000,8296,2432.6171875,197.948619431686
142.16-1-62,14201600010620000000,8297,2346.5234375,202.06703195348
142.16-1-63,14201600010630000000,8298,2015.46875,183.178940014694
142.16-1-64,14201600010640000000,8299,2314.6875,193.949299871429
142.16-1-65,14201600010650000000,8300,2211.4375,189.777119809833
142.16-1-66,14201600010660000000,8301,2181.13671875,188.778753336968
142.16-1-67,14201600010670000000,8302,2260.296875,191.706198676387
142.16-1-68,14201600010680000000,8303,2628.45703125,205.277998123147
142.16-1-69,14201600010690000000,8304,2307.65234375,194.109700051704
142.16-1-7.1,14201600010070010000,8305,87387.8359375,1785.83677028831
142.16-1-7.2,14201600010070020000,8306,23350.515625,611.361165370401
142.16-1-70,14201600010700000000,8307,2153.0078125,188.058914511328
142.16-1-71,14201600010710000000,8308,2245.06640625,191.184706114072
142.16-1-72,14201600010720000000,8309,2243.22265625,191.216659409
142.16-1-73,14201600010730000000,8310,2259.5,191.88603596734
142.16-1-74,14201600010740000000,8311,2879.0078125,214.699259135471
142.16-1-75,14201600010750000000,8312,2779.91796875,210.935888515119
142.16-1-76,14201600010760000000,8313,4505.078125,274.886451987345
142.16-1-78,14201600010780000000,8314,2272.765625,192.447328192728
142.16-1-79,14201600010790000000,8315,2213.02734375,190.318488468295
142.16-1-8.111,14201600010081110000,8316,13261.546875,509.709720279437
142.16-1-8.112,14201600010081120000,8317,13563.39453125,467.717428810997
142.16-1-8.12,14201600010080120000,8318,2716.66796875,208.883241558599
142.16-1-8.13,14201600010080130000,8319,1590.3515625,162.45241215385
142.16-1-8.14,14201600010080140000,8320,1604.98828125,163.042027769828
142.16-1-8.15,14201600010080150000,8321,1559.51953125,162.617123176471
142.16-1-8.17,14201600010080170000,8322,5154.96875,291.340025643458
142.16-1-8.19,14201600010080190000,8323,4656.98046875,283.717120486261
142.16-1-8.211,14201600010082110000,8324,5634.66796875,338.672547686612
142.16-1-8.212,14201600010082120000,8325,7830.37109375,457.757485821674
142.16-1-8.213,14201600010082130000,8326,4620.3671875,571.39714199771
142.16-1-8.22,14201600010080220000,8327,438.78515625,123.404230808838
142.16-1-8.23,14201600010080230000,8328,1579.82421875,161.963735163752
142.16-1-8.24,14201600010080240000,8329,1546.9296875,160.610118429939
142.16-1-8.25,14201600010080250000,8330,1791.71484375,172.065271528547
142.16-1-8.26,14201600010080260000,8331,1778.46875,171.503538426231
142.16-1-8.27,14201600010080270000,8332,1793.27734375,172.116128783492
142.16-1-8.28,14201600010080280000,8333,2373.734375,191.565261197406
142.16-1-8.29,14201600010080290000,8334,25546.9140625,714.87287618224
142.16-1-8.31,14201600010080310000,8335,3468.90625,240.096373155113
142.16-1-80,14201600010800000000,8336,2228.8828125,190.833663118385
142.16-1-81,14201600010810000000,8337,2224.20703125,190.299555229974
142.16-1-82,14201600010820000000,8338,2170.43359375,188.11520998219
142.16-1-83,14201600010830000000,8339,2201.1171875,189.219507704699
142.16-1-84,14201600010840000000,8340,2230.29296875,190.383375897117
142.16-1-85,14201600010850000000,8341,2255.09375,191.38950863371
142.16-1-86,14201600010860000000,8342,2794.73046875,211.512787650575
142.16-1-87,14201600010870000000,8343,2561.76953125,212.249757934144
142.16-1-88,14201600010880000000,8344,2625.98046875,210.933672707253
142.16-1-89,14201600010890000000,8345,2484.9921875,203.632012692645
142.16-1-9,14201600010090000000,8346,2508.8671875,201.171081837108
142.16-1-90,14201600010900000000,8347,2339.1796875,196.323891215885
142.16-1-91,14201600010910000000,8348,2223.28125,190.665929711077
142.16-1-92,14201600010920000000,8349,3351.2421875,231.969486277888
142.16-1-93,14201600010930000000,8350,55333.14453125,1300.42120275703
142.16-1-94,14201600010940000000,8351,47448.73828125,1448.01033833782
142.16-1-95,14201600010950000000,8352,51146.6640625,1476.0576243744
142.16-1-96,14201600010960000000,8353,422422.390625,3422.32001235808
142.16-2-1,14201600020010000000,8354,2213.44921875,189.132431559588
142.16-2-10,14201600020100000000,8355,1664.953125,167.044195496856
142.16-2-11,14201600020110000000,8356,2725.05078125,208.892340261523
142.16-2-12,14201600020120000000,8357,2072.04296875,184.107061932104
142.16-2-13,14201600020130000000,8358,1776.421875,172.995421065759
142.16-2-14,14201600020140000000,8359,1726.05859375,171.18229929937
142.16-2-15,14201600020150000000,8360,1796.98828125,173.940314272263
142.16-2-16,14201600020160000000,8361,1758.34375,172.564934899169
142.16-2-17,14201600020170000000,8362,1780.03125,173.475795477282
142.16-2-18,14201600020180000000,8363,2621.97265625,204.874063553394
142.16-2-19,14201600020190000000,8364,2585.1796875,203.382436473219
142.16-2-2,14201600020020000000,8365,1745.04296875,171.309719801238
142.16-2-20,14201600020200000000,8366,2425.68359375,197.048696445031
142.16-2-21,14201600020210000000,8367,2683.359375,208.492961868568
142.16-2-22,14201600020220000000,8368,2488.1015625,206.426660007435
142.16-2-23,14201600020230000000,8369,1965,181.892217605805
142.16-2-24,14201600020240000000,8370,2062.73828125,187.134962172603
142.16-2-25,14201600020250000000,8371,2888.83203125,222.254298112305
142.16-2-26.1,14201600020260010000,8372,3596.31640625,244.71769385733
142.16-2-3,14201600020030000000,8373,1753.8984375,171.814434739483
142.16-2-4,14201600020040000000,8374,1733.77734375,171.202694475107
142.16-2-5,14201600020050000000,8375,1924.60546875,178.586873651029
142.16-2-6,14201600020060000000,8376,2006.08984375,181.796761555483
142.16-2-7,14201600020070000000,8377,2165.88671875,190.640259057163
142.16-2-8,14201600020080000000,8378,1817.55859375,172.322716658881
142.16-2-9,14201600020090000000,8379,1672.37109375,167.215009245767
142.17-1-1,14201700010010000000,8380,40230.8828125,895.53062110542
142.17-1-10,14201700010100000000,8381,5396.81640625,344.347430604639
142.17-1-11.2,14201700010110020000,8382,2780.57421875,248.371542793324
142.17-1-11.3,14201700010110030000,8383,2664.04296875,245.377372881154
142.17-1-12.1,14201700010120010000,8384,4515.90625,332.703415569192
142.17-1-12.2,14201700010120020000,8385,3020.59765625,391.831051730765
142.17-1-13.1,14201700010130010000,8386,27749.66015625,816.620557445649
142.17-1-13.2,14201700010130020000,8387,2791.921875,255.436684824741
142.17-1-14,14201700010140000000,8388,7229.83984375,371.447936503467
142.17-1-15,14201700010150000000,8389,9392.33203125,477.638592058326
142.17-1-16,14201700010160000000,8390,3577.4453125,249.501608499944
142.17-1-17.1,14201700010170010000,8391,59711.24609375,1078.49660626632
142.17-1-17.2,14201700010170020000,8392,4208.2109375,304.370187966115
142.17-1-18,14201700010180000000,8393,4086.6953125,313.522388493229
142.17-1-19,14201700010190000000,8394,1502.01171875,174.081330989972
142.17-1-2.11,14201700010020110000,8395,640393.921875,3876.21793766209
142.17-1-2.2,14201700010020020000,8396,2057.9765625,202.090768916853
142.17-1-20,14201700010200000000,8397,1660.47265625,179.132635328137
142.17-1-21,14201700010210000000,8398,3592.91015625,257.4415919226
142.17-1-22,14201700010220000000,8399,4694.0859375,286.286244936709
142.17-1-23,14201700010230000000,8400,28403.61328125,811.647370853408
142.17-1-24,14201700010240000000,8401,25790.6015625,791.249712915249
142.17-1-25,14201700010250000000,8402,53757.09765625,970.805759787031
142.17-1-26,14201700010260000000,8403,26250.6484375,799.338701784882
142.17-1-27,14201700010270000000,8404,17369.9609375,745.41137754568
142.17-1-29,14201700010290000000,8405,28304.0546875,816.055787711866
142.17-1-3.1,14201700010030010000,8406,12638.09765625,498.589790267391
142.17-1-3.2,14201700010030020000,8407,106401.23828125,1405.26209095561
142.17-1-4.1,14201700010040010000,8408,5368.37890625,378.84307650742
142.17-1-4.2,14201700010040020000,8409,5118.1640625,361.990856065971
142.17-1-4.3,14201700010040030000,8410,5041.5703125,356.16690934947
142.17-1-4.4,14201700010040040000,8411,4981.1015625,353.511126836077
142.17-1-5,14201700010050000000,8412,2144.28515625,197.334531367075
142.17-1-6,14201700010060000000,8413,7149.25,468.638138767363
142.17-1-7,14201700010070000000,8414,4171.5,265.836000263441
142.17-1-8,14201700010080000000,8415,2734.3125,211.743139657267
142.17-1-9,14201700010090000000,8416,5372.70703125,347.931791315798
142.18-1-1,14201800010010000000,8417,3033.25,228.873157656366
142.18-1-10,14201800010100000000,8418,1599.92578125,185.111856611342
142.18-1-13,14201800010130000000,8419,1145.3984375,151.922544851271
142.18-1-14,14201800010140000000,8420,1168.15625,154.822489337564
142.18-1-15,14201800010150000000,8421,1163.16796875,154.337116024005
142.18-1-16,14201800010160000000,8422,1181.5234375,154.716014033543
142.18-1-17,14201800010170000000,8423,1129.87890625,152.570679596227
142.18-1-18,14201800010180000000,8424,1262.4765625,156.783144865855
142.18-1-19,14201800010190000000,8425,833.25,141.28280000592
142.18-1-2,14201800010020000000,8426,2935.51953125,230.379260150759
142.18-1-20,14201800010200000000,8427,1402.78515625,159.323148277756
142.18-1-21,14201800010210000000,8428,8500.42578125,390.712407447283
142.18-1-22,14201800010220000000,8429,6224.765625,423.990971016264
142.18-1-23,14201800010230000000,8430,19754.73046875,634.67490476632
142.18-1-24,14201800010240000000,8431,3104.50390625,223.023964519206
142.18-1-25,14201800010250000000,8432,1594.17578125,170.428270565589
142.18-1-26,14201800010260000000,8433,1672.23828125,175.998771753713
142.18-1-27,14201800010270000000,8434,2781.125,264.293419751844
142.18-1-28,14201800010280000000,8435,2740.3125,230.42787002587
142.18-1-29,14201800010290000000,8436,32564.265625,898.124113473863
142.18-1-3,14201800010030000000,8437,4754.7109375,294.388950982086
142.18-1-30,14201800010300000000,8438,22919.1796875,780.207008671026
142.18-1-31,14201800010310000000,8439,2959.83203125,254.616156697304
142.18-1-32,14201800010320000000,8440,2438.640625,220.674662165214
142.18-1-33,14201800010330000000,8441,2250.80078125,232.981422329592
142.18-1-34,14201800010340000000,8442,5040.95703125,460.331035335978
142.18-1-35,14201800010350000000,8443,7700.8515625,645.276187571579
142.18-1-36.1,14201800010360010000,8444,146065.03125,2175.60401528201
142.18-1-36.2,14201800010360020000,8445,45636.734375,1250.59787869302
142.18-1-37,14201800010370000000,8446,2632.41015625,211.288327998386
142.18-1-38,14201800010380000000,8447,3156.7421875,508.266997705088
142.18-1-39,14201800010390000000,8448,2058.28515625,181.961958182374
142.18-1-4,14201800010040000000,8449,2677.6875,207.205333994089
142.18-1-40,14201800010400000000,8450,1241.5,148.285405040846
142.18-1-41,14201800010410000000,8451,6100.08984375,324.79285589101
142.18-1-43,14201800010430000000,8452,6888.3359375,337.835641481802
142.18-1-44,14201800010440000000,8453,4575.09375,285.380648113372
142.18-1-45,14201800010450000000,8454,2589.62890625,272.724220103929
142.18-1-46,14201800010460000000,8455,2487.3671875,222.85256043057
142.18-1-47,14201800010470000000,8456,2569.0703125,225.374311580154
142.18-1-48,14201800010480000000,8457,2544.46484375,225.067669523644
142.18-1-49,14201800010490000000,8458,2615.21484375,227.21462566413
142.18-1-5.1,14201800010050010000,8459,4580.5234375,272.30729541782
142.18-1-5.2,14201800010050020000,8460,4673.3203125,273.714758182115
142.18-1-6,14201800010060000000,8461,12887.15625,475.530677661141
142.18-1-7,14201800010070000000,8462,867.59375,120.316983811535
142.18-1-8,14201800010080000000,8463,751.67578125,108.459845561443
142.18-1-9,14201800010090000000,8464,646.6640625,103.078301086793
142.18-2-1,14201800020010000000,8465,136659.57421875,2280.96087472687
142.18-2-10,14201800020100000000,8466,4590.10546875,279.644231059038
142.18-2-11,14201800020110000000,8467,2854.74609375,233.568560792189
142.18-2-12,14201800020120000000,8468,1778.32421875,175.756842986684
142.18-2-13,14201800020130000000,8469,4338.546875,277.427097464258
142.18-2-14,14201800020140000000,8470,3491.58984375,263.071668306455
142.18-2-15,14201800020150000000,8471,3199.5234375,258.856463257503
142.18-2-16,14201800020160000000,8472,1657.296875,170.909851523738
142.18-2-17,14201800020170000000,8473,2390.12109375,194.109765174022
142.18-2-18,14201800020180000000,8474,1689.69921875,164.40361135925
142.18-2-19,14201800020190000000,8475,1285.06640625,169.590886929545
142.18-2-2,14201800020020000000,8476,3042.59765625,229.256439023107
142.18-2-20,14201800020200000000,8477,1293.28125,151.172925816651
142.18-2-21,14201800020210000000,8478,2456.84765625,228.038230407454
142.18-2-22,14201800020220000000,8479,1304.2421875,177.617214688755
142.18-2-23,14201800020230000000,8480,4378.9765625,291.732615139805
142.18-2-24,14201800020240000000,8481,2849.53515625,316.891785674103
142.18-2-25,14201800020250000000,8482,1848.4765625,303.393405026899
142.18-2-26,14201800020260000000,8483,1972.83203125,311.288641128461
142.18-2-27,14201800020270000000,8484,1563.46484375,203.293202807947
142.18-2-28,14201800020280000000,8485,2790.8984375,253.129542534946
142.18-2-29,14201800020290000000,8486,2824.5859375,242.932985651479
142.18-2-3,14201800020030000000,8487,5945.24609375,335.046109157679
142.18-2-30,14201800020300000000,8488,2034.36328125,201.946212953326
142.18-2-31,14201800020310000000,8489,1678.84375,177.036280636765
142.18-2-32,14201800020320000000,8490,2292.01953125,202.87811613041
142.18-2-4,14201800020040000000,8491,7211.8125,375.252897701022
142.18-2-5,14201800020050000000,8492,5061.83203125,365.648133672249
142.18-2-6,14201800020060000000,8493,4707.14453125,366.633702254477
142.18-2-7,14201800020070000000,8494,2216.37890625,193.900578564046
142.18-2-8,14201800020080000000,8495,1823.8671875,169.062780559879
142.18-2-9,14201800020090000000,8496,2759.94921875,234.13046443069
142.18-3-1,14201800030010000000,8497,3445.58203125,279.29229701394
142.18-3-10.1,14201800030100010000,8498,4368.01171875,287.932874236607
142.18-3-10.2,14201800030100020000,8499,700.1171875,119.721193437365
142.18-3-11.11,14201800030110110000,8500,22393.3515625,619.33055467839
142.18-3-11.12,14201800030110120000,8501,11161.8828125,464.956974008848
142.18-3-11.2,14201800030110020000,8502,9287.3984375,390.065096637086
142.18-3-12,14201800030120000000,8503,6629.60546875,432.979513599679
142.18-3-13.1,14201800030130010000,8504,4452.57421875,328.001736358935
142.18-3-14,14201800030140000000,8505,9091.58984375,442.318710250641
142.18-3-15,14201800030150000000,8506,8885.28125,385.821389712852
142.18-3-2,14201800030020000000,8507,3360.69140625,245.694858627503
142.18-3-3,14201800030030000000,8508,22303.328125,624.643008222831
142.18-3-4,14201800030040000000,8509,3364.96875,245.761698264253
142.18-3-5,14201800030050000000,8510,2978.24609375,236.574547668908
142.18-3-6,14201800030060000000,8511,4780.35546875,310.470426648341
142.18-3-7,14201800030070000000,8512,8797.78515625,406.851062499048
142.18-3-8.1,14201800030080010000,8513,3271.6953125,233.418738591194
142.18-3-8.2,14201800030080020000,8514,2320.71484375,213.774539586868
142.18-3-8.3,14201800030080030000,8515,2315.9453125,214.966149523049
142.18-3-9.11,14201800030090110000,8516,4619.01953125,346.270962174543
142.18-3-9.12,14201800030090120000,8517,1099.18359375,169.354932396813
142.18-3-9.2,14201800030090020000,8518,1882.921875,190.055557318781
142.19-1-1.1,14201900010010010000,8519,92680.60546875,1642.9428895327
142.19-1-1.2,14201900010010020000,8520,20564.05859375,660.330711852493
142.19-1-2,14201900010020000000,8521,6431.59375,388.62797064241
142.19-1-3,14201900010030000000,8522,2571.10546875,229.74513755398
142.19-1-4,14201900010040000000,8523,15237.35546875,524.132674575056
142.19-2-1,14201900020010000000,8524,17856.76953125,573.602576681111
142.19-2-10,14201900020100000000,8525,2138.3515625,186.76062530781
142.19-2-11,14201900020110000000,8526,2215.83203125,188.920925599529
142.19-2-12,14201900020120000000,8527,2616.953125,229.612240141617
142.19-2-15,14201900020150000000,8528,5152.15234375,305.699035972873
142.19-2-17,14201900020170000000,8529,227713.515625,3880.14859017759
142.19-2-2,14201900020020000000,8530,9226.9140625,484.173475845302
